features,test_dataset,trained_on,split,balanced_accuracy,auroc
hr_hrv_eda,Stress-Predict,within_dataset,4,0.7224344283167812,0.7792057999670455
hr_hrv_eda,Stress-Predict,other_datasets_only,4,0.6611917494270436,0.7202324780179452
hr_hrv_eda,Stress-Predict,all_datasets,4,0.7151769798828622,0.7737982893692236
hr_hrv_eda,Stress-Predict,within_dataset,5,0.7413899613899614,0.836046332046332
hr_hrv_eda,Stress-Predict,other_datasets_only,5,0.6794594594594594,0.7636756756756756
hr_hrv_eda,Stress-Predict,all_datasets,5,0.7556370656370657,0.8071660231660231
hr_hrv_eda,Stress-Predict,within_dataset,6,0.7273221230839625,0.8091040379775796
hr_hrv_eda,Stress-Predict,other_datasets_only,6,0.6690831617478837,0.7320693205216198
hr_hrv_eda,Stress-Predict,all_datasets,6,0.7216598032486845,0.7996954358270418
hr_hrv_eda,Stress-Predict,within_dataset,7,0.7129349763620862,0.7538866930171277
hr_hrv_eda,Stress-Predict,other_datasets_only,7,0.6206773618538324,0.6463613113229482
hr_hrv_eda,Stress-Predict,all_datasets,7,0.6467410679686895,0.6957916763543361
hr_hrv_eda,Stress-Predict,within_dataset,8,0.6840172239108409,0.7571871833839919
hr_hrv_eda,Stress-Predict,other_datasets_only,8,0.6195858662613982,0.683494807497467
hr_hrv_eda,Stress-Predict,all_datasets,8,0.6605243161094225,0.7249952507598784
hr_hrv_eda,Stress-Predict,within_dataset,9,0.7356860358989961,0.8100167325829023
hr_hrv_eda,Stress-Predict,other_datasets_only,9,0.6459537572254335,0.6909187709157286
hr_hrv_eda,Stress-Predict,all_datasets,9,0.6851688469729237,0.7591268634012778
hr_hrv_eda,Stress-Predict,within_dataset,10,0.7283977420755536,0.7895291855343961
hr_hrv_eda,Stress-Predict,other_datasets_only,10,0.6603343465045592,0.7072141926679486
hr_hrv_eda,Stress-Predict,all_datasets,10,0.6977312201476336,0.7684076670181751
hr_hrv_eda,Stress-Predict,within_dataset,11,0.7092310305950671,0.7340808352252545
hr_hrv_eda,Stress-Predict,other_datasets_only,11,0.6099399218520749,0.6947906531375002
hr_hrv_eda,Stress-Predict,all_datasets,11,0.6897635484717911,0.7347449381457629
hr_hrv_eda,Stress-Predict,within_dataset,12,0.7029359703916089,0.7885794116356295
hr_hrv_eda,Stress-Predict,other_datasets_only,12,0.6286589915007533,0.6811246507409412
hr_hrv_eda,Stress-Predict,all_datasets,12,0.6846940417501719,0.7522784124987201
hr_hrv_eda,Stress-Predict,within_dataset,13,0.7127557544757033,0.7816641478725878
hr_hrv_eda,Stress-Predict,other_datasets_only,13,0.6626801906533364,0.6931164264124622
hr_hrv_eda,Stress-Predict,all_datasets,13,0.6953760753313183,0.7531823994419902
hr_hrv_eda,Stress-Predict,within_dataset,14,0.6924822783235915,0.7449788583509513
hr_hrv_eda,Stress-Predict,other_datasets_only,14,0.61140560875513,0.6801703768188037
hr_hrv_eda,Stress-Predict,all_datasets,14,0.6571477428180574,0.7144322845417237
hr_hrv_eda,Stress-Predict,within_dataset,15,0.6808343515447722,0.7262650946539932
hr_hrv_eda,Stress-Predict,other_datasets_only,15,0.592257890477475,0.6378869864643997
hr_hrv_eda,Stress-Predict,all_datasets,15,0.6620860375442327,0.7091115377901903
hr_hrv_eda,Stress-Predict,within_dataset,16,0.672692955637362,0.6959505833905284
hr_hrv_eda,Stress-Predict,other_datasets_only,16,0.679922942534473,0.7597881699631871
hr_hrv_eda,Stress-Predict,all_datasets,16,0.7047794347039371,0.7681022649279342
hr_hrv_eda,Stress-Predict,within_dataset,17,0.7718738086160885,0.8458905197610878
hr_hrv_eda,Stress-Predict,other_datasets_only,17,0.6721788028974457,0.7376810903545559
hr_hrv_eda,Stress-Predict,all_datasets,17,0.7257751937984496,0.8105540729444656
hr_hrv_eda,Stress-Predict,within_dataset,18,0.6507882882882883,0.706539039039039
