split,accuracy,balanced_accuracy,macro_f1,inner_cv_balanced_accuracy,best_params,task,normalisation,modality,model
14,0.6679245283018868,0.4712765957446809,0.4914796873606943,0.4332056359372087,"{""n_estimators"": 500, ""max_depth"": 6, ""learning_rate"": 0.021024204630883166, ""subsample"": 0.8681122793078481, ""colsample_bytree"": 0.5005165112066139, ""min_child_weight"": 1, ""gamma"": 4.473132638676249, ""reg_lambda"": 0.019719367478849472}",within_PhysioNet_stress_session,subject_zscore,physiology_only,xgboost
15,0.5111821086261981,0.4580352885073915,0.40746375135596474,0.41741429025352933,"{""n_estimators"": 350, ""max_depth"": 2, ""learning_rate"": 0.014059723673074858, ""subsample"": 0.6185896132059596, ""colsample_bytree"": 0.7540739957485598, ""min_child_weight"": 2, ""gamma"": 1.8034157815020893, ""reg_lambda"": 0.03321476016756462}",within_PhysioNet_stress_session,subject_zscore,physiology_only,xgboost
16,0.6097560975609756,0.40165945165945166,0.3977828326404686,0.4157445960919404,"{""n_estimators"": 250, ""max_depth"": 2, ""learning_rate"": 0.011655182831191836, ""subsample"": 0.9091311670680975, ""colsample_bytree"": 0.850143228505324, ""min_child_weight"": 5, ""gamma"": 3.504866431255734, ""reg_lambda"": 0.42049513976717134}",within_PhysioNet_stress_session,subject_zscore,physiology_only,xgboost
17,0.5117647058823529,0.44129213100923925,0.38484855278314223,0.44169029503939394,"{""n_estimators"": 550, ""max_depth"": 7, ""learning_rate"": 0.02173703384151623, ""subsample"": 0.7389276005267171, ""colsample_bytree"": 0.8051592867431332, ""min_child_weight"": 10, ""gamma"": 0.7554477749487631, ""reg_lambda"": 0.02297024581080058}",within_PhysioNet_stress_session,subject_zscore,physiology_only,xgboost
18,0.5375939849624061,0.43221737565276747,0.4084850927088339,0.4032960857021111,"{""n_estimators"": 450, ""max_depth"": 7, ""learning_rate"": 0.15910322816260333, ""subsample"": 0.754163047716312, ""colsample_bytree"": 0.6537654319420013, ""min_child_weight"": 10, ""gamma"": 4.634709570702142, ""reg_lambda"": 4.503988744488442}",within_PhysioNet_stress_session,subject_zscore,physiology_only,xgboost
19,0.6721854304635762,0.4360646360646361,0.4413677582464368,0.41006101108554116,"{""n_estimators"": 200, ""max_depth"": 8, ""learning_rate"": 0.026968662992125143, ""subsample"": 0.9564691759545685, ""colsample_bytree"": 0.9712905117695241, ""min_child_weight"": 10, ""gamma"": 3.398810360962535, ""reg_lambda"": 0.30053307134641183}",within_PhysioNet_stress_session,subject_zscore,physiology_only,xgboost
0,0.48024316109422494,0.5141558441558441,0.41026252588641626,0.45879646250538214,"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 1, ""max_features"": 0.5}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
1,0.516728624535316,0.3811965811965812,0.3566290611745157,0.4254491860347469,"{""n_estimators"": 200, ""max_depth"": 8, ""min_samples_leaf"": 3, ""max_features"": ""log2""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
2,0.43026706231454004,0.37194857194857195,0.33805423296948717,0.4011035963521375,"{""n_estimators"": 500, ""max_depth"": 3, ""min_samples_leaf"": 1, ""max_features"": ""log2""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
3,0.27089337175792505,0.40282354461458936,0.2771178213025213,0.4496040042860859,"{""n_estimators"": 600, ""max_depth"": 3, ""min_samples_leaf"": 2, ""max_features"": 0.5}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
4,0.34277620396600567,0.3997922764611463,0.3104026198257133,0.43203908436276306,"{""n_estimators"": 400, ""max_depth"": 4, ""min_samples_leaf"": 10, ""max_features"": ""log2""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
5,0.6141304347826086,0.5338587722670768,0.45277589759788217,0.4345036787882801,"{""n_estimators"": 300, ""max_depth"": 4, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
6,0.4845360824742268,0.43318650040661427,0.358871995125734,0.4438354976214487,"{""n_estimators"": 400, ""max_depth"": 17, ""min_samples_leaf"": 9, ""max_features"": 0.5}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
7,0.3851851851851852,0.4261499402628435,0.37720186989849913,0.4528745792163407,"{""n_estimators"": 500, ""max_depth"": 3, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
8,0.4624624624624625,0.3207227555053642,0.31095551359250156,0.4989800991110597,"{""n_estimators"": 200, ""max_depth"": 4, ""min_samples_leaf"": 8, ""max_features"": ""log2""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
9,0.2607361963190184,0.27314814814814814,0.24284321669942585,0.5106460371139057,"{""n_estimators"": 300, ""max_depth"": 3, ""min_samples_leaf"": 10, ""max_features"": ""log2""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
10,0.5521126760563381,0.504472580559537,0.4232979070420185,0.41075913266244535,"{""n_estimators"": 400, ""max_depth"": 5, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
11,0.2926829268292683,0.347277592456992,0.26453147742246463,0.4347640307581806,"{""n_estimators"": 300, ""max_depth"": 6, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
12,0.6209150326797386,0.43115834239182255,0.42618592664452093,0.42653119512678034,"{""n_estimators"": 300, ""max_depth"": 3, ""min_samples_leaf"": 3, ""max_features"": 0.5}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
13,0.4492753623188406,0.3987037037037037,0.36161587263246603,0.41882400355008853,"{""n_estimators"": 300, ""max_depth"": 19, ""min_samples_leaf"": 10, ""max_features"": 0.5}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
14,0.5018867924528302,0.41334008780817283,0.4147335492790038,0.41868796467348823,"{""n_estimators"": 300, ""max_depth"": 3, ""min_samples_leaf"": 10, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
15,0.44089456869009586,0.4092209650149565,0.3556780699274338,0.41241532022011645,"{""n_estimators"": 600, ""max_depth"": 3, ""min_samples_leaf"": 7, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
16,0.519163763066202,0.384992784992785,0.37291759697010507,0.4244254501829898,"{""n_estimators"": 300, ""max_depth"": 3, ""min_samples_leaf"": 8, ""max_features"": 0.5}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
17,0.3411764705882353,0.4053217400770162,0.2947828351074849,0.4458743503933946,"{""n_estimators"": 400, ""max_depth"": 18, ""min_samples_leaf"": 10, ""max_features"": 0.5}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
18,0.575187969924812,0.5315058182209195,0.5031310881309015,0.4206046322524393,"{""n_estimators"": 500, ""max_depth"": 4, ""min_samples_leaf"": 10, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
19,0.6655629139072847,0.42292292292292294,0.430239651416122,0.3976759719508689,"{""n_estimators"": 200, ""max_depth"": 9, ""min_samples_leaf"": 3, ""max_features"": 0.5}",within_PhysioNet_stress_session,subject_zscore,physiology_only,random_forest
0,0.7507598784194529,0.3293333333333333,0.28637681159420286,0.36710454505417545,"{""layers"": ""128-64"", ""alpha"": 0.0002796086427273334, ""learning_rate_init"": 0.0004961820183156201}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
1,0.6840148698884758,0.35555555555555557,0.34303858631876855,0.3760642467630437,"{""layers"": ""64-32"", ""alpha"": 9.146203815668892e-05, ""learning_rate_init"": 0.007364093018098158}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
2,0.744807121661721,0.3746941746941747,0.37445714519829565,0.37434861446696227,"{""layers"": ""64"", ""alpha"": 1.4689647182312127e-05, ""learning_rate_init"": 0.00012149226489868343}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
3,0.6570605187319885,0.30890999547715964,0.30984318911770264,0.3947839309149912,"{""layers"": ""128-64"", ""alpha"": 0.007268511769613313, ""learning_rate_init"": 0.0023699903761235657}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
4,0.7223796033994334,0.3953650374007281,0.40406791409149906,0.38527422562317154,"{""layers"": ""32"", ""alpha"": 0.00558043841482796, ""learning_rate_init"": 0.0003216320340779086}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
5,0.6603260869565217,0.36783288478790216,0.35459460639093027,0.3667657306597398,"{""layers"": ""128-64"", ""alpha"": 0.001924496626621667, ""learning_rate_init"": 0.007814835751018549}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
6,0.47079037800687284,0.2580261136712749,0.2644221105527638,0.37987813325804637,"{""layers"": ""128-64"", ""alpha"": 0.03263872773606417, ""learning_rate_init"": 0.009951042522220056}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
7,0.6407407407407407,0.3576762246117085,0.34210726656769824,0.3849026651975825,"{""layers"": ""64-32"", ""alpha"": 0.0941659531375521, ""learning_rate_init"": 0.008803123071836453}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
8,0.5855855855855856,0.29980550850116067,0.29824200913242005,0.40278576908064107,"{""layers"": ""64-32"", ""alpha"": 0.00016452937535463348, ""learning_rate_init"": 0.00603217824151938}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
9,0.588957055214724,0.2772222222222222,0.2681776335146114,0.3922922657837004,"{""layers"": ""64-32"", ""alpha"": 9.385614262353056e-05, ""learning_rate_init"": 0.005582152362534838}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
10,0.7154929577464789,0.4125656951743908,0.3900408639813193,0.37137390709014256,"{""layers"": ""32"", ""alpha"": 0.009502733507724065, ""learning_rate_init"": 0.0003682216900096228}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
11,0.7042682926829268,0.33768385177953153,0.31261476133821126,0.3835768104034783,"{""layers"": ""32"", ""alpha"": 5.185516353299933e-05, ""learning_rate_init"": 0.0001338542707992176}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
12,0.7450980392156863,0.3409090909090909,0.2992759676970203,0.3601308806313328,"{""layers"": ""64"", ""alpha"": 1.1436676847492321e-05, ""learning_rate_init"": 0.006878504348963204}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
13,0.6340579710144928,0.31166666666666665,0.286681783824641,0.4028435542296774,"{""layers"": ""32"", ""alpha"": 0.021888347220691294, ""learning_rate_init"": 0.00014252654769579282}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
14,0.6867924528301886,0.3982438365417089,0.40565662772523,0.36021533144315826,"{""layers"": ""64-32"", ""alpha"": 4.920705004375019e-05, ""learning_rate_init"": 0.006504674985089843}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
15,0.5527156549520766,0.34531292900391614,0.3516000117310492,0.36943486731953296,"{""layers"": ""32"", ""alpha"": 0.008121069515045369, ""learning_rate_init"": 0.0001495935648799158}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
16,0.7177700348432056,0.3354978354978355,0.2990897790609086,0.37411180270532385,"{""layers"": ""64"", ""alpha"": 3.350199554251445e-05, ""learning_rate_init"": 0.00013975943162803357}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
17,0.5882352941176471,0.2922738838769373,0.2881690467897365,0.41340793220516825,"{""layers"": ""64-32"", ""alpha"": 0.00018436720237234502, ""learning_rate_init"": 0.0038067944215808077}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
18,0.6879699248120301,0.3308251167618059,0.2868435731930831,0.37307353666683124,"{""layers"": ""64"", ""alpha"": 0.004046136568736325, ""learning_rate_init"": 0.005025101230821452}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
19,0.7251655629139073,0.376076076076076,0.36037377980357693,0.3705831596322928,"{""layers"": ""32"", ""alpha"": 0.051047851224047716, ""learning_rate_init"": 0.00018022398189261775}",within_PhysioNet_stress_session,subject_zscore,physiology_only,mlp
0,0.45896656534954405,0.38896103896103895,0.34313330347813104,0.37969091961455687,"{""n_estimators"": 150, ""max_depth"": 8, ""learning_rate"": 0.04366817566458197, ""subsample"": 0.8613779534990913, ""colsample_bytree"": 0.9528355980546979, ""min_child_weight"": 7, ""gamma"": 4.423052414463851, ""reg_lambda"": 8.745245471077121}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
1,0.5092936802973977,0.33186813186813185,0.32551830768149553,0.3940279386638524,"{""n_estimators"": 300, ""max_depth"": 3, ""learning_rate"": 0.03541704803166725, ""subsample"": 0.8928800903407604, ""colsample_bytree"": 0.6829116529487981, ""min_child_weight"": 9, ""gamma"": 3.2329472273653193, ""reg_lambda"": 0.053549042496426114}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
2,0.5875370919881305,0.34859274859274864,0.34338146265123953,0.3847483779990369,"{""n_estimators"": 150, ""max_depth"": 4, ""learning_rate"": 0.032135728709827706, ""subsample"": 0.8982939447003467, ""colsample_bytree"": 0.6841807457719437, ""min_child_weight"": 6, ""gamma"": 1.491042340910416, ""reg_lambda"": 1.2898254513597904}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
3,0.6051873198847262,0.34496995541771663,0.34493705528188284,0.35439934360443565,"{""n_estimators"": 100, ""max_depth"": 5, ""learning_rate"": 0.025798138304561933, ""subsample"": 0.604636914631008, ""colsample_bytree"": 0.957808268947985, ""min_child_weight"": 2, ""gamma"": 4.588376017350438, ""reg_lambda"": 0.17002975079112775}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
4,0.45892351274787535,0.36063743849599766,0.32982318613361206,0.3869454622220259,"{""n_estimators"": 200, ""max_depth"": 5, ""learning_rate"": 0.015061770755169434, ""subsample"": 0.6126213474344542, ""colsample_bytree"": 0.5287966294378421, ""min_child_weight"": 6, ""gamma"": 4.44737581723808, ""reg_lambda"": 1.15020193772489}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
5,0.453804347826087,0.33353838267333075,0.30426191324712354,0.381901447353459,"{""n_estimators"": 100, ""max_depth"": 6, ""learning_rate"": 0.10238848230019744, ""subsample"": 0.7797308877055373, ""colsample_bytree"": 0.8404124002334175, ""min_child_weight"": 9, ""gamma"": 4.306719453597937, ""reg_lambda"": 0.3261798760328481}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
6,0.42955326460481097,0.38583175205566095,0.33189652769525757,0.4022384244535617,"{""n_estimators"": 400, ""max_depth"": 5, ""learning_rate"": 0.012929189135920635, ""subsample"": 0.6107043151310615, ""colsample_bytree"": 0.8329420170182041, ""min_child_weight"": 10, ""gamma"": 3.2806944899242083, ""reg_lambda"": 0.11477750404871524}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
7,0.4185185185185185,0.29988052568697726,0.28581188598311885,0.3840342865187844,"{""n_estimators"": 100, ""max_depth"": 5, ""learning_rate"": 0.20458698345161794, ""subsample"": 0.9487917405934643, ""colsample_bytree"": 0.6652683396429783, ""min_child_weight"": 3, ""gamma"": 2.8608455731309714, ""reg_lambda"": 2.521348783724521}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
8,0.5915915915915916,0.3450697450697451,0.34129309394426327,0.38275224547810344,"{""n_estimators"": 500, ""max_depth"": 8, ""learning_rate"": 0.24739751911151253, ""subsample"": 0.7498954020071105, ""colsample_bytree"": 0.7978751229370129, ""min_child_weight"": 7, ""gamma"": 2.5529022762663516, ""reg_lambda"": 0.25862931224889707}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
9,0.6533742331288344,0.4064814814814815,0.41013544510928096,0.404764389621364,"{""n_estimators"": 400, ""max_depth"": 5, ""learning_rate"": 0.19099535318072688, ""subsample"": 0.6941810049120823, ""colsample_bytree"": 0.9104676573249634, ""min_child_weight"": 10, ""gamma"": 2.4438350540091696, ""reg_lambda"": 2.025191512418995}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
10,0.5408450704225352,0.2926863796429014,0.2995550535445702,0.37853318805591446,"{""n_estimators"": 500, ""max_depth"": 5, ""learning_rate"": 0.291413777728683, ""subsample"": 0.6903855902783247, ""colsample_bytree"": 0.6953638649825433, ""min_child_weight"": 10, ""gamma"": 1.028714197988084, ""reg_lambda"": 1.4131989449187592}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
11,0.5701219512195121,0.357135754255598,0.35437086123972833,0.38687058696455984,"{""n_estimators"": 150, ""max_depth"": 8, ""learning_rate"": 0.04451492347159009, ""subsample"": 0.8554908142316863, ""colsample_bytree"": 0.9096343907867259, ""min_child_weight"": 10, ""gamma"": 2.0272178314242075, ""reg_lambda"": 1.7165600588569776}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
12,0.5326797385620915,0.38345538455670614,0.36401334447855954,0.41116414666812306,"{""n_estimators"": 550, ""max_depth"": 2, ""learning_rate"": 0.011017940803151938, ""subsample"": 0.7263135480896128, ""colsample_bytree"": 0.6841928149983958, ""min_child_weight"": 1, ""gamma"": 0.7683749210962392, ""reg_lambda"": 0.013526052283894693}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
13,0.5144927536231884,0.3251851851851852,0.33280530522447255,0.38854635684583777,"{""n_estimators"": 550, ""max_depth"": 2, ""learning_rate"": 0.1379089050166839, ""subsample"": 0.8391006969455145, ""colsample_bytree"": 0.8863992525688316, ""min_child_weight"": 5, ""gamma"": 1.6162109708735402, ""reg_lambda"": 0.030983938542723514}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
14,0.39622641509433965,0.4487673083417764,0.35888344466560834,0.3981481320332884,"{""n_estimators"": 400, ""max_depth"": 3, ""learning_rate"": 0.014463217051305308, ""subsample"": 0.7058049173905947, ""colsample_bytree"": 0.5123547220832192, ""min_child_weight"": 2, ""gamma"": 4.94109334237643, ""reg_lambda"": 0.10406077263281653}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
15,0.5431309904153354,0.3633292871490297,0.3442247918225509,0.3924999516679916,"{""n_estimators"": 600, ""max_depth"": 2, ""learning_rate"": 0.043393873358875554, ""subsample"": 0.7254917631962645, ""colsample_bytree"": 0.9364213541334151, ""min_child_weight"": 4, ""gamma"": 1.5776629905114712, ""reg_lambda"": 0.1265059653034106}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
16,0.6376306620209059,0.415945165945166,0.41749553750051493,0.3587892589537706,"{""n_estimators"": 300, ""max_depth"": 7, ""learning_rate"": 0.1617840965549633, ""subsample"": 0.9307305334166855, ""colsample_bytree"": 0.7033770271841092, ""min_child_weight"": 8, ""gamma"": 0.45292270686684943, ""reg_lambda"": 2.881018920683351}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
17,0.5411764705882353,0.38652351988678885,0.3635750573100259,0.3890166351311572,"{""n_estimators"": 550, ""max_depth"": 4, ""learning_rate"": 0.25541268526197497, ""subsample"": 0.6555263211563468, ""colsample_bytree"": 0.8577993021487069, ""min_child_weight"": 4, ""gamma"": 3.877884883878932, ""reg_lambda"": 0.12019261154340398}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
18,0.42105263157894735,0.37725283664567527,0.33911966098106044,0.3882132574962829,"{""n_estimators"": 500, ""max_depth"": 6, ""learning_rate"": 0.05776552091334852, ""subsample"": 0.7076452682317044, ""colsample_bytree"": 0.8323907353969542, ""min_child_weight"": 8, ""gamma"": 2.3783285264320515, ""reg_lambda"": 9.190914492205067}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
19,0.6192052980132451,0.3676962676962677,0.3647952334540907,0.40170841069907864,"{""n_estimators"": 600, ""max_depth"": 3, ""learning_rate"": 0.16269411663606953, ""subsample"": 0.6730257758715075, ""colsample_bytree"": 0.7584640438975805, ""min_child_weight"": 2, ""gamma"": 3.8135452139276906, ""reg_lambda"": 6.264063649301751}",within_PhysioNet_stress_session,subject_zscore,acc_only,xgboost
0,0.5440729483282675,0.4017229437229437,0.3762419155423544,0.3626116361514926,"{""n_estimators"": 300, ""max_depth"": 12, ""min_samples_leaf"": 7, ""max_features"": 0.5}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
1,0.5613382899628253,0.3528693528693529,0.35174876992541354,0.3833652271489756,"{""n_estimators"": 200, ""max_depth"": 17, ""min_samples_leaf"": 6, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
2,0.7062314540059347,0.3721643721643722,0.3800373102102154,0.3814264728025636,"{""n_estimators"": 600, ""max_depth"": 15, ""min_samples_leaf"": 3, ""max_features"": 0.5}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
3,0.5677233429394812,0.3098048717451703,0.3253558096978878,0.3674618458077079,"{""n_estimators"": 500, ""max_depth"": 9, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
4,0.5495750708215298,0.37943746787104354,0.3662303088532597,0.3967046119309728,"{""n_estimators"": 400, ""max_depth"": 9, ""min_samples_leaf"": 8, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
5,0.4320652173913043,0.32670767653466615,0.2976489893687346,0.3904407589483398,"{""n_estimators"": 600, ""max_depth"": 7, ""min_samples_leaf"": 10, ""max_features"": ""log2""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
6,0.40893470790378006,0.3712885154061625,0.32006545414856075,0.3975782690454562,"{""n_estimators"": 300, ""max_depth"": 8, ""min_samples_leaf"": 7, ""max_features"": ""log2""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
7,0.5703703703703704,0.42331242532855434,0.41855213583504564,0.3632432714393594,"{""n_estimators"": 500, ""max_depth"": 11, ""min_samples_leaf"": 10, ""max_features"": 0.5}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
8,0.6726726726726727,0.35839973231277583,0.3591913667043635,0.3771910360337585,"{""n_estimators"": 600, ""max_depth"": 3, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
9,0.6533742331288344,0.40379629629629626,0.40649890479454204,0.39154274803100586,"{""n_estimators"": 400, ""max_depth"": 11, ""min_samples_leaf"": 7, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
10,0.6056338028169014,0.3750110597936685,0.3679214929214929,0.3700158065235655,"{""n_estimators"": 200, ""max_depth"": 16, ""min_samples_leaf"": 5, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
11,0.6219512195121951,0.3991244722877625,0.404145382495898,0.40721993527377415,"{""n_estimators"": 500, ""max_depth"": 17, ""min_samples_leaf"": 6, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
12,0.5032679738562091,0.3519175391422087,0.33772866309172606,0.40310137105704785,"{""n_estimators"": 600, ""max_depth"": 7, ""min_samples_leaf"": 10, ""max_features"": ""log2""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
13,0.6123188405797102,0.33592592592592596,0.3279002748519772,0.37896982423268977,"{""n_estimators"": 200, ""max_depth"": 17, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
14,0.5962264150943396,0.40536980749746704,0.40289220934382225,0.3893388910466074,"{""n_estimators"": 400, ""max_depth"": 16, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
15,0.6261980830670927,0.40389228479357236,0.39593705230854254,0.3710712549607528,"{""n_estimators"": 400, ""max_depth"": 10, ""min_samples_leaf"": 4, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
16,0.6689895470383276,0.3756854256854257,0.3732299741602067,0.34670945980628337,"{""n_estimators"": 200, ""max_depth"": 20, ""min_samples_leaf"": 1, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
17,0.5852941176470589,0.3818596834986597,0.36584979534756146,0.38202494029360823,"{""n_estimators"": 200, ""max_depth"": 9, ""min_samples_leaf"": 4, ""max_features"": ""log2""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
18,0.38345864661654133,0.3623636610144135,0.30147502421475025,0.3901504234809945,"{""n_estimators"": 300, ""max_depth"": 5, ""min_samples_leaf"": 2, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
19,0.6225165562913907,0.4012870012870013,0.402886435894688,0.4002099476111051,"{""n_estimators"": 400, ""max_depth"": 4, ""min_samples_leaf"": 10, ""max_features"": ""sqrt""}",within_PhysioNet_stress_session,subject_zscore,acc_only,random_forest
0,0.7659574468085106,0.36721212121212116,0.35555555555555557,0.35259440273910925,"{""layers"": ""64"", ""alpha"": 4.9779633734246753e-05, ""learning_rate_init"": 0.0005972432312185881}",within_PhysioNet_stress_session,subject_zscore,acc_only,mlp
1,0.6802973977695167,0.3196581196581197,0.28305065387470735,0.374023716945244,"{""layers"": ""64"", ""alpha"": 0.019075112946330863, ""learning_rate_init"": 0.0012299175393597453}",within_PhysioNet_stress_session,subject_zscore,acc_only,mlp
2,0.6973293768545994,0.37785057785057785,0.3833926646188897,0.39278844314296707,"{""layers"": ""128-64"", ""alpha"": 0.00018019961838748412, ""learning_rate_init"": 0.007227012055289087}",within_PhysioNet_stress_session,subject_zscore,acc_only,mlp
3,0.7118155619596542,0.32182593525877107,0.30535730273844697,0.38426084123837884,"{""layers"": ""128-64"", ""alpha"": 0.0002500049365139561, ""learning_rate_init"": 0.004932982556769976}",within_PhysioNet_stress_session,subject_zscore,acc_only,mlp
4,0.7308781869688386,0.35681028965893474,0.34556916703753404,0.3610403524926993,"{""layers"": ""128-64"", ""alpha"": 0.005056372861900482, ""learning_rate_init"": 0.005188036606022761}",within_PhysioNet_stress_session,subject_zscore,acc_only,mlp
5,0.7853260869565217,0.3333333333333333,0.2932521562658549,0.4031153983537439,"{""layers"": ""64-32"", ""alpha"": 1.2726557948435458e-05, ""learning_rate_init"": 0.004749156861762689}",within_PhysioNet_stress_session,subject_zscore,acc_only,mlp
6,0.5876288659793815,0.4337150989428029,0.4155397823814928,0.4058536280203007,"{""layers"": ""128-64"", ""alpha"": 1.0964280616141769e-05, ""learning_rate_init"": 0.008666830214574268}",within_PhysioNet_stress_session,subject_zscore,acc_only,mlp
7,0.6666666666666666,0.3225806451612903,0.26666666666666666,0.3662933403219566,"{""layers"": ""32"", ""alpha"": 1.1682918749637466e-05, ""learning_rate_init"": 0.00010113988758407344}",within_PhysioNet_stress_session,subject_zscore,acc_only,mlp
8,0.7147147147147147,0.31357048748353095,0.2783625730994152,0.3702471586554077,"{""layers"": ""128-64"", ""alpha"": 0.00011908568858980191, ""learning_rate_init"": 0.0036531098992445003}",within_PhysioNet_stress_session,subject_zscore,acc_only,mlp
9,0.7269938650306749,0.32916666666666666,0.28214285714285714,0.3647280982163085,"{""layers"": ""64-32"", ""alpha"": 1.0055279497433127e-05, ""learning_rate_init"": 0.008576839847205114}",within_PhysioNet_stress_session,subject_zscore,acc_only,mlp
10,0.7408450704225352,0.32112332112332115,0.28555917480998916,0.35379564416739046,"{""layers"": ""32"", ""alpha"": 0.00925011659728432, ""learning_rate_init"": 0.0008443234583858615}",within_PhysioNet_stress_session,subject_zscore,acc_only,mlp
