features,test_dataset,split,source_stress_rate,target_stress_rate,fixed_0.5,prevalence,oracle,auroc,mean_score
hr_hrv_eda,Campanella2024,3,0.269907795473596,0.5,0.8125,0.7291666666666667,0.8333333333333333,0.8749999999999999,0.53328294
hr_hrv_eda,Campanella2024,4,0.269907795473596,0.5,0.8125,0.6458333333333334,0.8541666666666666,0.8697916666666667,0.47439966
hr_hrv_eda,Campanella2024,5,0.269907795473596,0.5,0.8333333333333334,0.7708333333333333,0.8541666666666666,0.9010416666666666,0.51073396
hr_hrv_eda,Campanella2024,6,0.269907795473596,0.5,0.9375,0.7708333333333333,0.9375,0.9618055555555556,0.42763647
hr_hrv_eda,Campanella2024,7,0.269907795473596,0.5,0.8958333333333333,0.7708333333333333,0.9791666666666666,0.9930555555555556,0.4138066
hr_hrv_eda,Campanella2024,8,0.269907795473596,0.5,0.75,0.6875,0.7916666666666666,0.8454861111111112,0.39639106
hr_hrv_eda,Campanella2024,9,0.269907795473596,0.5,0.7291666666666667,0.6875,0.75,0.8072916666666666,0.4389176
hr_hrv_eda,Campanella2024,10,0.269907795473596,0.5,0.7083333333333334,0.6458333333333334,0.7708333333333334,0.7604166666666667,0.45927808
hr_hrv_eda,Campanella2024,11,0.269907795473596,0.5,0.7083333333333334,0.6458333333333334,0.7291666666666667,0.7916666666666667,0.43558002
hr_hrv_eda,Campanella2024,12,0.269907795473596,0.5,0.8125,0.6875,0.8125000000000001,0.8177083333333334,0.45238483
hr_hrv_eda,Campanella2024,13,0.269907795473596,0.5,0.8958333333333333,0.7708333333333333,0.9375,0.951388888888889,0.41069314
hr_hrv_eda,Campanella2024,14,0.269907795473596,0.5,0.8333333333333334,0.7708333333333333,0.9166666666666666,0.9270833333333334,0.5107679
hr_hrv_eda,Campanella2024,15,0.269907795473596,0.5,0.875,0.7708333333333333,0.8958333333333334,0.9079861111111112,0.42275313
hr_hrv_eda,Campanella2024,16,0.269907795473596,0.5,0.9166666666666666,0.6875,0.9375000000000001,0.9253472222222222,0.5168734
hr_hrv_eda,Campanella2024,17,0.269907795473596,0.5,0.8333333333333334,0.6875,0.8958333333333334,0.9114583333333334,0.4489185
hr_hrv_eda,Campanella2024,18,0.269907795473596,0.5,0.8541666666666667,0.7708333333333333,0.9583333333333334,0.986111111111111,0.3561622
hr_hrv_eda,Campanella2024,19,0.269907795473596,0.5,0.7708333333333333,0.7708333333333333,0.9374999999999999,0.9409722222222222,0.35453928
hr_hrv_eda,PhysioNet,0,0.3286944996686547,0.12427745664739884,0.6589147286821706,0.6571110599432036,0.688464195256735,0.7104152275692686,0.41938284
hr_hrv_eda,PhysioNet,1,0.3286944996686547,0.1449814126394052,0.8052396878483835,0.8163322185061316,0.8750278706800446,0.9034559643255295,0.39441913
hr_hrv_eda,PhysioNet,2,0.3286944996686547,0.14057507987220447,0.6845640419060492,0.6787766137208516,0.7045876985468065,0.7058127745860089,0.38581485
hr_hrv_eda,PhysioNet,3,0.3286944996686547,0.1274787535410765,0.7563852813852814,0.7955988455988456,0.8231962481962483,0.8613997113997114,0.43035036
hr_hrv_eda,PhysioNet,4,0.3286944996686547,0.1456953642384106,0.6626145172656801,0.6672832980972516,0.6789112050739958,0.7125616631430585,0.4397458
hr_hrv_eda,PhysioNet,5,0.3286944996686547,0.15037593984962405,0.7908185840707964,0.7908185840707964,0.803429203539823,0.8326327433628319,0.39146748
hr_hrv_eda,PhysioNet,6,0.3286944996686547,0.15234375,0.7943400685336169,0.805565402339596,0.8388278388278388,0.9070069715231006,0.41516936
hr_hrv_eda,PhysioNet,7,0.3286944996686547,0.16012084592145015,0.7613343287634045,0.7532577711415773,0.7919438034478077,0.8481064205239582,0.39554083
hr_hrv_eda,PhysioNet,8,0.3286944996686547,0.14814814814814814,0.7401185770750989,0.7598814229249011,0.7811264822134387,0.8374056773266259,0.40419027
hr_hrv_eda,PhysioNet,9,0.3286944996686547,0.15789473684210525,0.7113970588235294,0.7475490196078431,0.7855392156862746,0.8251153402537486,0.42686775
hr_hrv_eda,PhysioNet,10,0.3286944996686547,0.1355421686746988,0.7963608207510646,0.8113821138211382,0.859504452187379,0.9101819589624468,0.40795925
hr_hrv_eda,PhysioNet,11,0.3286944996686547,0.1423841059602649,0.7060698572326479,0.7291909850049385,0.7638951243602405,0.800484870252312,0.43073076
