task,normalisation,modality,model,n,accuracy_mean,accuracy_sd,accuracy_ci95_low,accuracy_ci95_high,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,macro_f1_mean,macro_f1_sd,macro_f1_ci95_low,macro_f1_ci95_high
shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,xgboost,20.0,0.7320113496000414,0.04427709179544802,0.7112890327653946,0.7527336664346883,0.7274102668079214,0.04966899653981905,0.704164460874865,0.7506560727409779,0.7249635168973116,0.047597083695191875,0.7026873960243872,0.747239637770236
shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,random_forest,20.0,0.7487976643343565,0.04272460567653238,0.728801933369129,0.7687933952995839,0.7501019526707052,0.0439814912286306,0.7295179811598748,0.7706859241815357,0.7451302529501869,0.04303256650744146,0.7249903918794809,0.7652701140208928
shared_Baseline_vs_Stress_pooled,subject_zscore,acc_only,mlp,20.0,0.7522634880821951,0.03461107569795471,0.7360650060338619,0.7684619701305283,0.7451819563815635,0.03674536817407464,0.7279845947068926,0.7623793180562344,0.7442225400985275,0.03701138572019743,0.7269006783799106,0.7615444018171444
within_WESAD,subject_zscore,all_modalities,xgboost,20.0,0.7358878938299169,0.0827897264072566,0.6971411091677572,0.7746346784920767,0.678605524651742,0.08172337547427679,0.6403578075885161,0.7168532417149678,0.6779070261748341,0.08082822508421314,0.6400782523900704,0.7157357999595978
within_WESAD,subject_zscore,all_modalities,random_forest,20.0,0.6924996991022183,0.08853114638332547,0.6510658471779512,0.7339335510264854,0.6511424621543345,0.09255186357254051,0.6078268566613745,0.6944580676472945,0.6450771042292088,0.08762779871365926,0.6040660320283514,0.6860881764300663
within_WESAD,subject_zscore,all_modalities,mlp,20.0,0.7566851682284068,0.051913725734353114,0.7323887966937971,0.7809815397630165,0.6835582865111673,0.05530185412588304,0.6576762220785212,0.7094403509438135,0.6812976035164301,0.06244432072119046,0.652072761819807,0.7105224452130532
within_WESAD,subject_zscore,physiology_only,xgboost,20.0,0.7322475420564754,0.0606575736623604,0.7038589237240132,0.7606361603889376,0.6755965254499656,0.07102833099527857,0.6423542432802127,0.7088388076197185,0.6748150075572827,0.06407891964929457,0.6448251500135884,0.7048048651009771
within_WESAD,subject_zscore,physiology_only,random_forest,20.0,0.6563517716355991,0.10162774571051102,0.6087885225510997,0.7039150207200985,0.6126589446156323,0.10189362181987208,0.5649712616816291,0.6603466275496355,0.6082029836717343,0.09695115782129451,0.5628284450922773,0.6535775222511914
within_WESAD,subject_zscore,physiology_only,mlp,20.0,0.6890972655074316,0.07491638807636794,0.6540353166107459,0.7241592144041172,0.6016329653830023,0.08147442605480454,0.5635017602345593,0.6397641705314452,0.59856395428278,0.08247280018395703,0.5599654956588966,0.6371624129066633
within_WESAD,subject_zscore,acc_only,xgboost,20.0,0.6113626467208524,0.08163478146601201,0.5731563929298169,0.6495689005118879,0.5674083136738453,0.08610185140982726,0.5271114067946189,0.6077052205530716,0.5663337198225333,0.07896913163343851,0.5293750285556131,0.6032924110894535
